,pi_ID,bee_ID,Date,Time,LR,distSC,meanAct,meanIBD,meanSpeed,meanX,meanY,medianMinDistToOthers,totalInt,totalIntFrames,trackedFrames,varSpeed,PropBroodTime,PropInactiveTime,PropLarvaeTime,PropNectarTime,PropPupaeTime,PropWaxPotTime,meanBroodDistM,meanEggDistM,meanLarvaeDistM,meanNectarDistM,meanPollenDistM,meanPupaeDistM,meanWaxPotDistM,medianClosesWaxPotDistM,medianClosestBroodDistM
0,raspberrypi,190.0,2023-08-08,05:10:01,Whole,848.7045219365482,0.0,4.437980786156391,,2532.25,1120.5,1.8732932458791054,0,26,8,6.008697021123412e-26,0.1,0.9,,0.0,0.1,0.0,481.87980676851873,,,1028.1774992318701,1332.4442723969455,481.87980676851873,897.2524254576231,850.733099386478,49.83193387108956
1,raspberrypi,280.0,2023-08-08,05:10:01,Whole,275.7851262525233,0.5,3.127897798918066,19.298093988067773,2256.2875,1737.7125,2.271390365740019,0,31,10,141.7721260724614,0.125,0.875,,0.0,0.125,0.0,447.65227139765557,,,678.6886068509784,727.2625210430515,447.65227139765557,484.87892319631896,311.7406574572484,55.16056207703696
2,raspberrypi,282.0,2023-08-08,05:10:01,Whole,647.8271962465117,0.0,3.550042652520334,,2434.875,1303.3125,1.7445192951913502,0,11,4,0.0804468918902718,0.05,0.95,,0.0,0.05,0.0,411.4100378116576,,,879.9105745733298,1138.642271212157,411.4100378116576,729.1981685307499,655.9110163404368,141.65684311166189
3,raspberrypi,284.0,2023-08-08,05:10:01,Whole,239.335658306635,1.0,3.4771176250737894,67.62811915172564,1790.25,1626.125,2.241328024677128,0,6,2,,0.025,0.975,,0.0125,0.025,0.025,512.1987579827529,,,201.85614340735276,754.9120941709241,512.1987579827529,136.05178757940854,77.71541396808453,0.0
4,raspberrypi,286.0,2023-08-08,05:10:01,Whole,649.2723489349486,0.0,5.58194389810021,,1723.1265625,2362.475,5.809178515111694,0,121,80,0.03177730133843474,0.0,1.0,,0.0,0.0,0.0,1041.9351561612018,,,603.0371398909493,521.6183010432296,1041.9351561612018,662.1426471299008,502.74484770021934,495.19697585466736
5,raspberrypi,299.0,2023-08-08,05:10:01,Whole,582.0966651923528,0.75,4.020809957951293,19.84505831307103,1764.407327586207,1263.1077586206898,5.274526282575536,0,120,58,767.8785409688079,0.6625,0.2875,,0.3375,0.6625,0.4625,627.0073575737102,,,301.05315948482473,1040.9977276980783,627.0073575737102,359.01992864563806,148.17262833774288,175.61070700239907
6,raspberrypi,525.0,2023-08-08,05:10:01,Whole,771.6845898859722,,4.318636114186133,,2578.0,2258.75,3.1689249424186934,0,3,1,,0.0,0.9875,,0.0,0.0,0.0,891.1843768344554,,,1156.115134788563,761.0812983636381,891.1843768344554,987.1842693226331,770.557187346118,653.0874624497415
7,raspberrypi,987.0,2023-08-08,05:10:01,Whole,704.7415753769852,0.0,4.1076864442620025,,2622.707236842105,1471.9177631578948,5.267684460875184,0,90,38,0.010353556446750371,0.475,0.525,,0.0,0.475,0.0,448.4344863030051,,,1037.5521688423473,1111.3856818086415,448.4344863030051,853.8476755197414,731.5595688210954,143.5315308845883
8,raspberrypi,280.0,2023-08-08,09:05:02,Whole,815.1327587824064,0.0,5.632828661892203,,1368.2888513513512,1211.6537162162163,1.8764192022978603,0,497,74,0.03844541889495245,0.0,0.03896103896103896,,0.961038961038961,0.0,0.0,930.2259560674275,,,104.31923249222929,1109.8648888022703,930.2259560674275,437.8058698480516,218.33026872897506,337.2425468901379
9,raspberrypi,281.0,2023-08-08,09:05:02,Whole,676.337334456534,0.0,5.2037034933346105,,2163.1428571428573,1052.672077922078,2.3124403527845523,0,509,77,0.07685041621738882,0.0,1.0,,0.0,0.0,0.0,551.6387650069792,,,726.9735976506817,1256.8594780481226,551.6387650069792,669.0750426924749,641.6566074421412,360.50217939501897
10,raspberrypi,284.0,2023-08-08,09:05:02,Whole,738.3033935150789,0.0,5.475527503988154,,2699.2121710526317,1981.4588815789473,3.404698396069092,0,508,76,0.07475299866725532,0.0,0.012987012987012988,,0.0,0.0,0.0,724.9751129308331,,,1164.5619478250605,890.8677358961382,724.9751129308331,967.8255852676548,771.5220621282685,396.8112017609464
11,raspberrypi,288.0,2023-08-08,09:05:02,Whole,229.62126502733813,0.18666666666666668,4.080705048634513,5.314169633841661,1955.6907894736842,1934.189144736842,2.3467865926410774,0,508,76,4.323406469557752,0.987012987012987,0.012987012987012988,,0.0,0.987012987012987,0.987012987012987,599.7742545238881,,,454.42620074014235,576.1473463418517,599.7742545238881,307.3307184053273,86.62587656574577,88.57366585156004
