,pi_ID,bee_ID,Date,Time,LR,distSC,meanAct,meanIBD,meanSpeed,meanX,meanY,medianMinDistToOthers,totalInt,totalIntFrames,trackedFrames,varSpeed,PropBroodTime,PropInactiveTime,PropLarvaeTime,PropNectarTime,PropPupaeTime,PropWaxPotTime,meanBroodDistM,meanEggDistM,meanLarvaeDistM,meanNectarDistM,meanPollenDistM,meanPupaeDistM,meanWaxPotDistM,medianClosesWaxPotDistM,medianClosestBroodDistM
0,raspberrypi,17.0,2023-09-25,01:05:01,Whole,1323.092174004507,,7.696267006310614,,1350.25,62.25,4.3926775290612365,0,8,1,,0.0,1.0,,0.0,0.0,0.0,1580.5025860774076,,,2056.041240856029,1348.4884856135056,1580.5025860774076,1752.8343811505003,1421.7982228675503,1385.2254634513365
1,raspberrypi,470.0,2023-09-25,01:05:01,Whole,1103.4070291033636,,6.533295485828797,,2631.125,1562.1875,1.9956512452040325,0,31,4,,0.0,1.0,,0.0,0.0,0.0,729.6740081734282,,,1101.7262910064333,1483.28378686537,729.6740081734282,933.6550496456439,601.1740187906445,547.7491214314865
2,raspberrypi,620.0,2023-09-25,01:05:01,Whole,1160.742026557587,0.0,6.8598442433622475,,2785.934375,1792.696875,2.747496958652698,0,556,80,0.07370782599236717,0.0,1.0,,0.0,0.0,0.0,674.2070014771865,,,1041.1978981151642,1598.4733796010873,674.2070014771865,897.3210879663405,720.633061428807,518.6066088536586
3,raspberrypi,622.0,2023-09-25,01:05:01,Whole,1063.9135772395118,0.9873417721518988,7.64645649429772,29.9201301843443,869.98125,700.325,2.4180784227194168,0,556,80,884.277998746931,0.0,0.0125,,0.0,0.0,0.0,1360.2038286089587,,,1587.395010712493,1179.8352904832825,1360.2038286089587,1455.5573738995945,1340.081128645544,1180.9694820312366
4,raspberrypi,623.0,2023-09-25,01:05:01,Whole,657.2695137032334,0.0,5.4334669384934005,,2363.1,1469.6921875,2.7476173296679813,0,556,80,0.07413352486593466,1.0,0.0,,0.0,1.0,1.0,272.80429132898547,,,886.123405195351,1322.3480265176004,272.80429132898547,555.7678719890724,190.98910186399922,115.52206269857498
5,raspberrypi,626.0,2023-09-25,01:05:01,Whole,681.6116295361277,0.0,6.187586751977688,,1422.6,1945.703125,3.2824626714341574,0,556,80,0.09084673935674809,0.0,1.0,,0.0,0.0,0.0,573.476124848525,,,231.16471267851475,1562.0935947191692,573.476124848525,498.003553122912,205.96267480157007,367.84137991380567
6,raspberrypi,628.0,2023-09-25,01:05:01,Whole,525.0759985787954,0.0,5.776104648047735,,1195.578125,1351.828125,1.50866692904072,0,556,80,0.05354961528353138,0.0,1.0,,0.0,0.0,0.0,753.9063031931078,,,857.4663200649945,1219.026808820773,753.9063031931078,826.9868235943153,786.3474535750672,554.123291258854
7,raspberrypi,631.0,2023-09-25,01:05:01,Whole,794.373713354866,0.06329113924050633,6.580271694372571,3.315647794128675,933.8625,1220.5515625,1.50866692904072,0,556,80,0.6901572644443656,0.0,0.0,,0.0,0.0,0.0,1042.6509862567225,,,1105.3117823022474,1176.5989941539651,1042.6509862567225,1091.6188020107802,1075.0438961110478,846.4892860035677
8,raspberrypi,632.0,2023-09-25,01:05:01,Whole,226.3028926505628,0.0,5.24059407220088,,1640.6375,1120.721875,2.5893190549146143,0,556,80,0.10046766173978697,0.0,1.0,,0.0,0.0,0.0,520.0441613360437,,,975.3308262073199,1140.4496779512915,520.0441613360437,712.4651158617777,457.279645703849,326.08467403258936
9,raspberrypi,637.0,2023-09-25,01:05:01,Whole,960.7034981364968,0.0,6.4226009272777596,,2621.9284420289855,1000.8523550724638,2.7652322287170956,0,489,69,0.03369512933696036,0.0,1.0,,0.0,0.0,0.0,753.5732201470959,,,1413.7986579786896,1165.6218451228626,753.5732201470959,1012.1998091872342,526.7009742780792,607.9606447644319
10,raspberrypi,683.0,2023-09-25,01:05:01,Whole,1167.8039477183772,,6.433037419872959,,2886.75,1388.75,2.149799178640716,0,8,1,,0.0,1.0,,0.0,0.0,0.0,784.9706718060229,,,1329.9026501693036,1387.6166792129634,784.9706718060229,1039.6962094260805,685.1403277240472,642.2042193388563
11,raspberrypi,997.0,2023-09-25,01:05:01,Whole,1301.4059067929106,,7.7861409170748335,,1500.5,2615.25,3.4788313454578312,0,8,1,,0.0,1.0,,0.0,0.0,0.0,1016.5757266059221,,,204.58318229807085,2074.040719124328,1016.5757266059221,807.9072332932105,264.3941683153988,886.6366817868707
12,raspberrypi,37.0,2023-09-24,23:05:01,Whole,1249.2158359784084,,7.154474093725761,,1787.0,312.25,3.9384493796535285,0,9,1,,0.0,1.0,,0.0,0.0,0.0,1215.27158464261,,,1787.2014474969048,1183.8247815551013,1215.27158464261,1421.8617734830439,1009.7413513942543,1021.99244438217
13,raspberrypi,183.0,2023-09-24,23:05:01,Whole,511.3837933126061,0.4090909090909091,4.319202967027117,5.448977704550767,2192.65625,1867.5520833333333,0.005599068495480347,28,228,24,7.296615110267951,0.3037974683544304,0.6962025316455697,,0.0,0.3037974683544304,0.25316455696202533,213.34650363251396,,,487.36518093838276,1527.6047468008364,213.34650363251396,420.19791955009555,166.23805775155805,0.0
14,raspberrypi,404.0,2023-09-24,23:05:01,Whole,1162.925783162135,,6.7044458255359425,,2231.5,488.5,2.2039917655028387,0,10,1,,0.0,1.0,,0.0,0.0,0.0,1039.5963020680313,,,1694.5599816324834,1120.1518397786183,1039.5963020680313,1276.5050821287305,785.8675209381479,873.2312664213133
