,pi_ID,bee_ID,Date,Time,LR,distSC,meanAct,meanIBD,meanSpeed,meanX,meanY,medianMinDistToOthers,totalInt,totalIntFrames,trackedFrames,varSpeed,PropBroodTime,PropInactiveTime,PropLarvaeTime,PropNectarTime,PropPupaeTime,PropWaxPotTime,meanBroodDistM,meanEggDistM,meanLarvaeDistM,meanNectarDistM,meanPollenDistM,meanPupaeDistM,meanWaxPotDistM,medianClosesWaxPotDistM,medianClosestBroodDistM
0,raspberrypi,32.0,2023-08-02,05:55:02,Whole,690.2928356091114,0.0,5.435239964225765,,2585.184294871795,1060.6490384615386,0.9847337506831989,78,857,78,0.03130271938759186,0.0,0.012658227848101266,,0.9873417721518988,0.0,0.0,829.5079567560083,,,163.4448039355745,1760.9204748832694,829.5079567560083,921.5268842398659,625.4252649760992,385.2434050874732
1,raspberrypi,33.0,2023-08-02,05:55:02,Whole,783.3509188931496,0.0,5.047746268597881,,1728.2911392405063,2252.028481012658,1.866214760892066,0,865,79,0.06141607299512752,0.0,1.0,,0.0,0.0,0.0,807.9257732383035,,,1256.4175485149096,1097.2926121634364,807.9257732383035,945.1933614654017,656.6672555621935,427.63924762483595
2,raspberrypi,34.0,2023-08-02,05:55:02,Whole,769.1655618777155,,4.8314670181560855,,1488.25,1827.75,1.0632223011643978,0,12,1,,0.012658227848101266,0.9873417721518988,,0.0,0.012658227848101266,0.0,586.3633773458315,,,998.239452659668,1303.4059288916799,586.3633773458315,570.8378458138421,320.5289477198179,117.45678692461175
3,raspberrypi,35.0,2023-08-02,05:55:02,Whole,727.4103983052788,0.0,5.653418566069877,,2835.996835443038,2072.1044303797466,1.6434318373579118,0,865,79,0.06806287952298393,1.0,0.0,,0.0,1.0,0.0,1028.537288868287,,,1120.5431603771174,1130.845271705448,1028.537288868287,1404.7105933996527,1209.9269330841817,101.72718384802462
4,raspberrypi,37.0,2023-08-02,05:55:02,Whole,568.068196804207,0.0,4.17019395537052,,1677.5411392405063,1748.117088607595,1.5946348141729094,0,865,79,0.0871503474457762,1.0,0.0,,0.0,1.0,0.0,470.304993691016,,,824.3243299069937,1318.1692513410985,470.304993691016,506.5741293909566,250.62285107563173,35.905273045194775
5,raspberrypi,38.0,2023-08-02,05:55:02,Whole,768.6044065509242,0.0,5.7051957826162765,,2771.034810126582,1103.4145569620252,0.964289310847915,157,865,79,0.07937771217889064,0.0,1.0,,0.0,0.0,0.0,949.1560590200463,,,347.2285856606732,1756.9855711051573,949.1560590200463,1096.3233163656012,807.5542322723695,500.78886127271187
6,raspberrypi,40.0,2023-08-02,05:55:02,Whole,322.93179851963487,0.0,3.956804128267484,,1972.23417721519,1840.4398734177216,1.5946348141729094,0,865,79,0.046491839605207315,1.0,0.0,,0.0,1.0,0.0,487.08967051299464,,,789.617444737131,1240.8445531276943,487.08967051299464,666.1254488021835,412.0987974681049,0.0
7,raspberrypi,41.0,2023-08-02,05:55:02,Whole,952.9167712535327,0.0,5.594828211536558,,1400.185064935065,1204.0811688311687,1.826939880854048,0,847,77,0.09284400181087751,0.9746835443037974,0.02531645569620253,,0.0,0.9746835443037974,0.9746835443037974,593.226635740604,,,677.3412508270859,1722.305800304303,593.226635740604,323.6852128715411,156.85179746421286,156.4745689156354
8,raspberrypi,42.0,2023-08-02,05:55:02,Whole,868.6684208904696,0.0,6.267952563283459,,3080.900316455696,1868.8022151898733,1.6434318373579118,0,865,79,0.09717422471644631,1.0,0.0,,0.0,1.0,0.0,1150.879355256954,,,1081.032832993347,1280.5842808509212,1150.879355256954,1520.7381981337332,1318.3538395937,83.43137250611105
9,raspberrypi,43.0,2023-08-02,05:55:02,Whole,954.0487584203172,0.0,6.459947655778091,,2881.3259493670885,952.6550632911392,0.964289310847915,79,865,79,0.05982297296360564,0.0,1.0,,0.0,0.0,0.0,1104.211338180973,,,407.8577027465514,1900.6346437479117,1104.211338180973,1228.4619351629901,934.3263550559609,677.4573069490722
