Date,Time,Video,Tag IDs
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/191953_934617_001f54431add.mp4",[109]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192042_229654_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192113_306426_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192129_873984_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192146_033029_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192204_682543_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192232_772507_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192245_234604_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192259_680540_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192316_866710_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192343_229549_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192356_604205_001f54431add.mp4",[]
2023-09-27,10:48:15,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/sep21to24/videos/001f54431add/230921/192409_299841_001f54431add.mp4",[]
