"bout.ID","x","time.num","direction","bee_ID","round","treatment","microcolony","datetime","deployed_at","day_or_night","total_deployment_time"
"17",-24.3333333333333,10.5624420842018,-1,308,"2","control","2_control",2023-08-10 13:29:54.996075,2023-08-09 16:30:01,"day",22.1666666666667
"18",11.4615384615385,10.5650018564951,1,308,"2","control","2_control",2023-08-10 13:33:36.160401,2023-08-09 16:30:01,"day",22.1666666666667
"19",39,10.5698174167452,1,308,"2","control","2_control",2023-08-10 13:40:32.224807,2023-08-09 16:30:01,"day",22.1666666666667
"20",19,10.5740698809553,1,308,"2","control","2_control",2023-08-10 13:46:39.637715,2023-08-09 16:30:01,"day",22.1666666666667
"21",25.5714285714286,10.5759014783331,1,308,"2","control","2_control",2023-08-10 13:49:17.887728,2023-08-09 16:30:01,"day",22.1666666666667
"22",-54.6666666666667,10.5785672794041,-1,308,"2","control","2_control",2023-08-10 13:53:08.21294,2023-08-09 16:30:01,"day",22.1666666666667
"23",-30,10.5819121444329,-1,308,"2","control","2_control",2023-08-10 13:57:57.209279,2023-08-09 16:30:01,"day",22.1666666666667
"1",141.714285714286,9.69143094662335,1,301,"2","control","2_control",2023-08-09 16:35:39.633788,2023-08-09 16:30:01,"day",22.1666666666667
"1",-37.6666666666667,9.69245305079898,-1,313,"2","control","2_control",2023-08-09 16:37:07.943589,2023-08-09 16:30:01,"day",22.1666666666667
"2",NA,9.69431286200329,NA,313,"2","control","2_control",2023-08-09 16:39:48.631277,2023-08-09 16:30:01,"day",22.1666666666667
"3",-74.5,9.81141230828692,-1,313,"2","control","2_control",2023-08-09 19:28:26.023436,2023-08-09 16:30:01,"day",22.1666666666667
"4",-25.6666666666667,9.82277259506403,-1,313,"2","control","2_control",2023-08-09 19:44:47.552213,2023-08-09 16:30:01,"day",22.1666666666667
"5",-160,9.92045743603949,-1,313,"2","control","2_control",2023-08-09 22:05:27.522474,2023-08-09 16:30:01,"day",22.1666666666667
"6",-165.666666666667,10.1723713486573,-1,313,"2","control","2_control",2023-08-10 04:08:12.884524,2023-08-09 16:30:01,"day",22.1666666666667
"7",-106,10.2372109793642,-1,313,"2","control","2_control",2023-08-10 05:41:35.028617,2023-08-09 16:30:01,"day",22.1666666666667
"1",11.5714285714286,9.70302143296744,1,312,"2","control","2_control",2023-08-09 16:52:21.051808,2023-08-09 16:30:01,"day",22.1666666666667
"2",-1.875,9.70545033984316,-1,312,"2","control","2_control",2023-08-09 16:55:50.909363,2023-08-09 16:30:01,"day",22.1666666666667
"3",25.4545454545455,9.71535498046213,1,312,"2","control","2_control",2023-08-09 17:10:06.670312,2023-08-09 16:30:01,"day",22.1666666666667
"4",-99.625,10.4297329140617,-1,312,"2","control","2_control",2023-08-10 10:18:48.923775,2023-08-09 16:30:01,"day",22.1666666666667
"5",121.5,10.5236702360102,1,312,"2","control","2_control",2023-08-10 12:34:05.108391,2023-08-09 16:30:01,"day",22.1666666666667
"6",-348.5,10.55483285723,-1,312,"2","control","2_control",2023-08-10 13:18:57.558865,2023-08-09 16:30:01,"day",22.1666666666667
"7",233.75,10.5609174171664,1,312,"2","control","2_control",2023-08-10 13:27:43.264843,2023-08-09 16:30:01,"day",22.1666666666667
"8",-273.333333333333,10.5751630737005,-1,312,"2","control","2_control",2023-08-10 13:48:14.089568,2023-08-09 16:30:01,"day",22.1666666666667
"9",198.4,10.5800062251969,1,312,"2","control","2_control",2023-08-10 13:55:12.537857,2023-08-09 16:30:01,"day",22.1666666666667
"1",53.1764705882353,9.71984574683333,1,319,"2","control","2_control",2023-08-09 17:16:34.672526,2023-08-09 16:30:01,"day",22.1666666666667
"2",-154.666666666667,9.72211863751134,-1,319,"2","control","2_control",2023-08-09 17:19:51.050281,2023-08-09 16:30:01,"day",22.1666666666667
"3",46.1666666666667,9.72510295098755,1,319,"2","control","2_control",2023-08-09 17:24:08.894965,2023-08-09 16:30:01,"day",22.1666666666667
"4",-363.5,9.72872282553602,-1,319,"2","control","2_control",2023-08-09 17:29:21.652126,2023-08-09 16:30:01,"day",22.1666666666667
"5",18.6666666666667,9.73194348593065,1,319,"2","control","2_control",2023-08-09 17:33:59.917184,2023-08-09 16:30:01,"day",22.1666666666667
"6",7.2258064516129,9.73371291894293,1,319,"2","control","2_control",2023-08-09 17:36:32.796197,2023-08-09 16:30:01,"day",22.1666666666667
"7",61.6666666666667,9.73525762075003,1,319,"2","control","2_control",2023-08-09 17:38:46.258433,2023-08-09 16:30:01,"day",22.1666666666667
"8",-380.5,9.73696727045524,-1,319,"2","control","2_control",2023-08-09 17:41:13.972167,2023-08-09 16:30:01,"day",22.1666666666667
"9",23.4285714285714,9.73988197278645,1,319,"2","control","2_control",2023-08-09 17:45:25.802449,2023-08-09 16:30:01,"day",22.1666666666667
"10",49.1428571428571,9.86590412337367,1,319,"2","control","2_control",2023-08-09 20:46:54.11626,2023-08-09 16:30:01,"day",22.1666666666667
"11",5.625,9.9809865136046,1,319,"2","control","2_control",2023-08-09 23:32:37.234776,2023-08-09 16:30:01,"day",22.1666666666667
"12",12.3125,10.0481689823711,1,319,"2","control","2_control",2023-08-10 01:09:21.800077,2023-08-09 16:30:01,"day",22.1666666666667
"13",-5.41666666666667,10.0607909538068,-1,319,"2","control","2_control",2023-08-10 01:27:32.338409,2023-08-09 16:30:01,"day",22.1666666666667
"14",38.5,10.1349326065908,1,319,"2","control","2_control",2023-08-10 03:14:18.177209,2023-08-09 16:30:01,"day",22.1666666666667
"15",14.7272727272727,10.1921980189544,1,319,"2","control","2_control",2023-08-10 04:36:45.908838,2023-08-09 16:30:01,"day",22.1666666666667
"16",17.4285714285714,10.455906672526,1,319,"2","control","2_control",2023-08-10 10:56:30.336506,2023-08-09 16:30:01,"day",22.1666666666667
"17",-16,10.4569997668866,-1,319,"2","control","2_control",2023-08-10 10:58:04.779859,2023-08-09 16:30:01,"day",22.1666666666667
"18",8.26086956521739,10.5494550469423,1,319,"2","control","2_control",2023-08-10 13:11:12.916056,2023-08-09 16:30:01,"day",22.1666666666667
"19",-9.25,10.5504445388723,-1,319,"2","control","2_control",2023-08-10 13:12:38.408159,2023-08-09 16:30:01,"day",22.1666666666667
"1",3.66666666666667,9.76929398924309,1,314,"2","control","2_control",2023-08-09 18:27:47.000671,2023-08-09 16:30:01,"night",22.1666666666667
"2",-6.375,9.84572838294054,-1,314,"2","control","2_control",2023-08-09 20:17:50.932286,2023-08-09 16:30:01,"night",22.1666666666667
"3",-9.54545454545454,9.92799485362192,-1,314,"2","control","2_control",2023-08-09 22:16:18.755353,2023-08-09 16:30:01,"night",22.1666666666667
"4",-1.34285714285714,9.9991797016919,-1,314,"2","control","2_control",2023-08-09 23:58:49.126226,2023-08-09 16:30:01,"night",22.1666666666667
"5",7,10.5955173274925,1,314,"2","control","2_control",2023-08-10 14:17:32.697095,2023-08-09 16:30:01,"night",22.1666666666667
"1",NA,9.78475440852896,NA,304,"2","control","2_control",2023-08-09 18:50:02.780897,2023-08-09 16:30:01,"day",22.1666666666667
"2",151.5,10.0552558581595,1,304,"2","control","2_control",2023-08-10 01:19:34.106145,2023-08-09 16:30:01,"day",22.1666666666667
"3",102,10.4080434972453,1,304,"2","control","2_control",2023-08-10 09:47:34.958162,2023-08-09 16:30:01,"day",22.1666666666667
"4",-300,10.524474822934,-1,304,"2","control","2_control",2023-08-10 12:35:14.624701,2023-08-09 16:30:01,"day",22.1666666666667
"1",11.5,9.78723072773999,1,317,"2","control","2_control",2023-08-09 18:53:36.734877,2023-08-09 16:30:01,"day",22.1666666666667
"2",14.2857142857143,9.86193410238424,1,317,"2","control","2_control",2023-08-09 20:41:11.106446,2023-08-09 16:30:01,"day",22.1666666666667
"3",54.8571428571429,9.92413606185949,1,317,"2","control","2_control",2023-08-09 22:10:45.355745,2023-08-09 16:30:01,"day",22.1666666666667
"4",3.41176470588235,9.97796879055538,1,317,"2","control","2_control",2023-08-09 23:28:16.503504,2023-08-09 16:30:01,"day",22.1666666666667
"5",106.5,10.0280817295258,1,317,"2","control","2_control",2023-08-10 00:40:26.261431,2023-08-09 16:30:01,"day",22.1666666666667
"6",-9.11111111111111,10.0298540412949,-1,317,"2","control","2_control",2023-08-10 00:42:59.389168,2023-08-09 16:30:01,"day",22.1666666666667
"7",43.7142857142857,10.1091636343635,1,317,"2","control","2_control",2023-08-10 02:37:11.738009,2023-08-09 16:30:01,"day",22.1666666666667
"8",17.7,10.1838007278387,1,317,"2","control","2_control",2023-08-10 04:24:40.382885,2023-08-09 16:30:01,"day",22.1666666666667
"9",5.5,10.2432951105276,1,317,"2","control","2_control",2023-08-10 05:50:20.69755,2023-08-09 16:30:01,"day",22.1666666666667
"10",5.08571428571429,10.4880992664275,1,317,"2","control","2_control",2023-08-10 11:42:51.776619,2023-08-09 16:30:01,"day",22.1666666666667
"11",-2.33333333333333,10.4906488688856,-1,317,"2","control","2_control",2023-08-10 11:46:32.062272,2023-08-09 16:30:01,"day",22.1666666666667
"12",-0.933333333333333,10.4960500165553,-1,317,"2","control","2_control",2023-08-10 11:54:18.72143,2023-08-09 16:30:01,"day",22.1666666666667
"13",-0.25,10.4971131422078,-1,317,"2","control","2_control",2023-08-10 11:55:50.575487,2023-08-09 16:30:01,"day",22.1666666666667
"14",28.0666666666667,10.5008470978174,1,317,"2","control","2_control",2023-08-10 12:01:13.189251,2023-08-09 16:30:01,"day",22.1666666666667
"15",66,10.5064129784607,1,317,"2","control","2_control",2023-08-10 12:09:14.081339,2023-08-09 16:30:01,"day",22.1666666666667
"16",-12.4,10.5170514282616,-1,317,"2","control","2_control",2023-08-10 12:24:33.243402,2023-08-09 16:30:01,"day",22.1666666666667
"17",26.5,10.5192828675044,1,317,"2","control","2_control",2023-08-10 12:27:46.039752,2023-08-09 16:30:01,"day",22.1666666666667
"18",41.3125,10.521214490959,1,317,"2","control","2_control",2023-08-10 12:30:32.932019,2023-08-09 16:30:01,"day",22.1666666666667
"19",NA,10.531426817256,NA,317,"2","control","2_control",2023-08-10 12:45:15.277011,2023-08-09 16:30:01,"day",22.1666666666667
"1",17,9.78885874031825,1,311,"2","control","2_control",2023-08-09 18:55:57.395164,2023-08-09 16:30:01,"day",22.1666666666667
"2",93.6,9.79037889839552,1,311,"2","control","2_control",2023-08-09 18:58:08.736821,2023-08-09 16:30:01,"day",22.1666666666667
"3",13.6923076923077,9.79326814344498,1,311,"2","control","2_control",2023-08-09 19:02:18.367594,2023-08-09 16:30:01,"day",22.1666666666667
"4",32.4444444444444,9.79472253442832,1,311,"2","control","2_control",2023-08-09 19:04:24.026975,2023-08-09 16:30:01,"day",22.1666666666667
"5",21.7142857142857,9.79643101999274,1,311,"2","control","2_control",2023-08-09 19:06:51.640127,2023-08-09 16:30:01,"day",22.1666666666667
"6",56,9.86946547572204,1,311,"2","control","2_control",2023-08-09 20:52:01.817102,2023-08-09 16:30:01,"day",22.1666666666667
"7",37.3333333333333,10.0915921701783,1,311,"2","control","2_control",2023-08-10 02:11:53.563504,2023-08-09 16:30:01,"day",22.1666666666667
"8",-29.3333333333333,10.569529086806,-1,311,"2","control","2_control",2023-08-10 13:40:07.3131,2023-08-09 16:30:01,"day",22.1666666666667
"9",-246.5,10.5710857955626,-1,311,"2","control","2_control",2023-08-10 13:42:21.812737,2023-08-09 16:30:01,"day",22.1666666666667
"10",-25.3,10.574788941957,-1,311,"2","control","2_control",2023-08-10 13:47:41.764585,2023-08-09 16:30:01,"day",22.1666666666667
"11",70.0909090909091,10.5771134089541,1,311,"2","control","2_control",2023-08-10 13:51:02.598534,2023-08-09 16:30:01,"day",22.1666666666667
"1",33.375,9.79453583704101,1,305,"2","control","2_control",2023-08-09 19:04:07.89632,2023-08-09 16:30:01,"night",22.1666666666667
"2",-5.66666666666667,10.0515358919052,-1,305,"2","control","2_control",2023-08-10 01:14:12.701061,2023-08-09 16:30:01,"night",22.1666666666667
"3",42.8888888888889,10.2178577079621,1,305,"2","control","2_control",2023-08-10 05:13:42.905968,2023-08-09 16:30:01,"night",22.1666666666667
"4",126,10.4723892685364,1,305,"2","control","2_control",2023-08-10 11:20:14.432801,2023-08-09 16:30:01,"night",22.1666666666667
"1",70.6363636363636,9.79738215662677,1,307,"2","control","2_control",2023-08-09 19:08:13.818333,2023-08-09 16:30:01,"day",22.1666666666667
"2",-325.666666666667,9.79941202233235,-1,307,"2","control","2_control",2023-08-09 19:11:09.19873,2023-08-09 16:30:01,"day",22.1666666666667
"3",-1.10526315789474,9.81084271190854,-1,307,"2","control","2_control",2023-08-09 19:27:36.810309,2023-08-09 16:30:01,"day",22.1666666666667
"4",-2.84615384615385,9.81231820337455,-1,307,"2","control","2_control",2023-08-09 19:29:44.292772,2023-08-09 16:30:01,"day",22.1666666666667
"5",2.42857142857143,10.0309327593626,1,307,"2","control","2_control",2023-08-10 00:44:32.590409,2023-08-09 16:30:01,"day",22.1666666666667
"6",5.39130434782609,10.1732058936018,1,307,"2","control","2_control",2023-08-10 04:09:24.989207,2023-08-09 16:30:01,"day",22.1666666666667
"7",3.09090909090909,10.2568157469799,1,307,"2","control","2_control",2023-08-10 06:09:48.880539,2023-08-09 16:30:01,"day",22.1666666666667
"8",-5.78947368421053,10.400176430665,-1,307,"2","control","2_control",2023-08-10 09:36:15.243609,2023-08-09 16:30:01,"day",22.1666666666667
"9",-7.16666666666667,10.4026510494686,-1,307,"2","control","2_control",2023-08-10 09:39:49.050674,2023-08-09 16:30:01,"day",22.1666666666667
"10",-55.3333333333333,10.4118265272022,-1,307,"2","control","2_control",2023-08-10 09:53:01.81195,2023-08-09 16:30:01,"day",22.1666666666667
"11",-15.25,10.417265961375,-1,307,"2","control","2_control",2023-08-10 10:00:51.779063,2023-08-09 16:30:01,"day",22.1666666666667
"12",265.333333333333,10.4202790471787,1,307,"2","control","2_control",2023-08-10 10:05:12.109676,2023-08-09 16:30:01,"day",22.1666666666667
"13",-134.571428571429,10.4263170883349,-1,307,"2","control","2_control",2023-08-10 10:13:53.796432,2023-08-09 16:30:01,"day",22.1666666666667
"14",1.22222222222222,10.4671500244044,1,307,"2","control","2_control",2023-08-10 11:12:41.762109,2023-08-09 16:30:01,"day",22.1666666666667
"15",-26.875,10.4683789701723,-1,307,"2","control","2_control",2023-08-10 11:14:27.943023,2023-08-09 16:30:01,"day",22.1666666666667
"16",0.75,10.4713037397544,1,307,"2","control","2_control",2023-08-10 11:18:40.643115,2023-08-09 16:30:01,"day",22.1666666666667
"17",NA,10.4752436105907,NA,307,"2","control","2_control",2023-08-10 11:24:21.047955,2023-08-09 16:30:01,"day",22.1666666666667
"18",22.5555555555556,10.4779193853982,1,307,"2","control","2_control",2023-08-10 11:28:12.234898,2023-08-09 16:30:01,"day",22.1666666666667
"19",-18,10.4798786869208,-1,307,"2","control","2_control",2023-08-10 11:31:01.51855,2023-08-09 16:30:01,"day",22.1666666666667
"20",12.4545454545455,10.5320053151388,1,307,"2","control","2_control",2023-08-10 12:46:05.259228,2023-08-09 16:30:01,"day",22.1666666666667
"21",11.7619047619048,10.5334236338791,1,307,"2","control","2_control",2023-08-10 12:48:07.801967,2023-08-09 16:30:01,"day",22.1666666666667
"22",-395,10.5378790833801,-1,307,"2","control","2_control",2023-08-10 12:54:32.752804,2023-08-09 16:30:01,"day",22.1666666666667
"1",-0.0714285714285714,10.0580379495014,-1,306,"2","control","2_control",2023-08-10 01:23:34.478837,2023-08-09 16:30:01,"day",22.1666666666667
"2",-0.214285714285714,10.4677550578666,-1,306,"2","control","2_control",2023-08-10 11:13:34.037,2023-08-09 16:30:01,"day",22.1666666666667
"3",97.375,10.6107124485354,1,306,"2","control","2_control",2023-08-10 14:39:25.555553,2023-08-09 16:30:01,"day",22.1666666666667
"1",21,15.66456425229,1,139,"3","control","3_control",2023-08-15 15:56:58.351398,2023-08-15 16:00:01,"day",25.25
"2",-17.1052631578947,15.6658870279649,-1,139,"3","control","3_control",2023-08-15 15:58:52.639216,2023-08-15 16:00:01,"day",25.25
"3",179.6,15.6830925243095,1,139,"3","control","3_control",2023-08-15 16:23:39.1941,2023-08-15 16:00:01,"day",25.25
"1",-12.2368421052632,15.6648672429113,-1,129,"3","control","3_control",2023-08-15 15:57:24.529788,2023-08-15 16:00:01,"day",25.25
"1",3.84615384615385,15.6651244556754,1,135,"3","control","3_control",2023-08-15 15:57:46.75297,2023-08-15 16:00:01,"day",25.25
"2",-17.25,15.667372031924,-1,135,"3","control","3_control",2023-08-15 16:01:00.943558,2023-08-15 16:00:01,"day",25.25
"1",-106.777777777778,15.6655480725848,-1,123,"3","control","3_control",2023-08-15 15:58:23.353471,2023-08-15 16:00:01,"day",25.25
"2",16.4,15.6723879008124,1,123,"3","control","3_control",2023-08-15 16:08:14.31463,2023-08-15 16:00:01,"day",25.25
"3",25.2972972972973,15.6734334980028,1,123,"3","control","3_control",2023-08-15 16:09:44.654227,2023-08-15 16:00:01,"day",25.25
"4",-30.3548387096774,15.674793998361,-1,123,"3","control","3_control",2023-08-15 16:11:42.201458,2023-08-15 16:00:01,"day",25.25
"1",4.05555555555556,15.6663572450626,1,128,"3","control","3_control",2023-08-15 15:59:33.265973,2023-08-15 16:00:01,"day",25.25
"2",90.7777777777778,15.675609033296,1,128,"3","control","3_control",2023-08-15 16:12:52.620477,2023-08-15 16:00:01,"day",25.25
"3",-3.18181818181818,15.6767412596521,-1,128,"3","control","3_control",2023-08-15 16:14:30.444834,2023-08-15 16:00:01,"day",25.25
"4",-10.7375,15.6788662603042,-1,128,"3","control","3_control",2023-08-15 16:17:34.04489,2023-08-15 16:00:01,"day",25.25
"1",25.6315789473684,15.6666645592719,1,120,"3","control","3_control",2023-08-15 15:59:59.817921,2023-08-15 16:00:01,"day",25.25
"2",-1,16.4882766388504,-1,120,"3","control","3_control",2023-08-16 11:43:07.101597,2023-08-15 16:00:01,"day",25.25
"3",-370.5,16.651747175089,-1,120,"3","control","3_control",2023-08-16 15:38:30.955928,2023-08-15 16:00:01,"day",25.25
"1",NA,15.6723670491328,NA,125,"3","control","3_control",2023-08-15 16:08:12.513045,2023-08-15 16:00:01,"day",25.25
"2",3.52941176470588,15.6756832496213,1,125,"3","control","3_control",2023-08-15 16:12:59.032767,2023-08-15 16:00:01,"day",25.25
"3",0.92,15.6821433411845,1,125,"3","control","3_control",2023-08-15 16:22:17.184678,2023-08-15 16:00:01,"day",25.25
"1",-19.7692307692308,15.6740460849735,-1,137,"3","control","3_control",2023-08-15 16:10:37.581742,2023-08-15 16:00:01,"day",25.25
"2",9.21428571428571,15.6766155979614,1,137,"3","control","3_control",2023-08-15 16:14:19.587664,2023-08-15 16:00:01,"day",25.25
"3",-1.09836065573771,15.6789905772414,-1,137,"3","control","3_control",2023-08-15 16:17:44.785874,2023-08-15 16:00:01,"day",25.25
"4",NA,16.4024722723497,NA,137,"3","control","3_control",2023-08-16 09:39:33.604331,2023-08-15 16:00:01,"day",25.25
"5",-49,16.4109444444792,-1,137,"3","control","3_control",2023-08-16 09:51:45.600003,2023-08-15 16:00:01,"day",25.25
"6",-87,16.4882190191042,-1,137,"3","control","3_control",2023-08-16 11:43:02.123251,2023-08-15 16:00:01,"day",25.25
"7",NA,16.4920334219574,NA,137,"3","control","3_control",2023-08-16 11:48:31.687657,2023-08-15 16:00:01,"day",25.25
"1",-9.92307692307692,15.6973769033984,-1,132,"3","control","3_control",2023-08-15 16:44:13.364454,2023-08-15 16:00:01,"day",25.25
"2",NA,16.4536071029526,NA,132,"3","control","3_control",2023-08-16 10:53:11.653695,2023-08-15 16:00:01,"day",25.25
"3",56,16.6517502574623,1,132,"3","control","3_control",2023-08-16 15:38:31.222245,2023-08-15 16:00:01,"day",25.25
"1",NA,16.4536071029526,NA,124,"3","control","3_control",2023-08-16 10:53:11.653695,2023-08-15 16:00:01,"day",25.25
"2",NA,16.6706105783444,NA,124,"3","control","3_control",2023-08-16 16:05:40.753969,2023-08-15 16:00:01,"day",25.25
"1",NA,16.4916788982517,NA,130,"3","control","3_control",2023-08-16 11:48:01.056809,2023-08-15 16:00:01,"day",25.25
"2",-420.5,16.4978502118597,-1,130,"3","control","3_control",2023-08-16 11:56:54.258305,2023-08-15 16:00:01,"day",25.25
"1",-23,16.4978489698608,-1,133,"3","control","3_control",2023-08-16 11:56:54.150996,2023-08-15 16:00:01,"day",25.25
"1",0,16.7341222879125,0,105,"3","imidacloprid","3_imidacloprid",2023-08-16 17:37:08.165676,2023-08-16 17:30:01,"day",22.5833333333333
"2",NA,16.7434160382742,NA,105,"3","imidacloprid","3_imidacloprid",2023-08-16 17:50:31.145707,2023-08-16 17:30:01,"day",22.5833333333333
"3",NA,16.7609887057984,NA,105,"3","imidacloprid","3_imidacloprid",2023-08-16 18:15:49.424181,2023-08-16 17:30:01,"day",22.5833333333333
"4",NA,16.7659388613894,NA,105,"3","imidacloprid","3_imidacloprid",2023-08-16 18:22:57.117624,2023-08-16 17:30:01,"day",22.5833333333333
"5",0,16.8008622615798,0,105,"3","imidacloprid","3_imidacloprid",2023-08-16 19:13:14.499401,2023-08-16 17:30:01,"day",22.5833333333333
"6",NA,16.8043812160635,NA,105,"3","imidacloprid","3_imidacloprid",2023-08-16 19:18:18.537068,2023-08-16 17:30:01,"day",22.5833333333333
"7",-0.5,16.8085718299421,-1,105,"3","imidacloprid","3_imidacloprid",2023-08-16 19:24:20.606107,2023-08-16 17:30:01,"day",22.5833333333333
"8",23.195652173913,17.3775779440115,1,105,"3","imidacloprid","3_imidacloprid",2023-08-17 09:03:42.734363,2023-08-16 17:30:01,"day",22.5833333333333
"1",12.3333333333333,17.4353828426552,1,104,"3","imidacloprid","3_imidacloprid",2023-08-17 10:26:57.077605,2023-08-16 17:30:01,"day",22.5833333333333
"2",386,17.479339530388,1,104,"3","imidacloprid","3_imidacloprid",2023-08-17 11:30:14.935426,2023-08-16 17:30:01,"day",22.5833333333333
"1",19.7333333333333,17.439771938301,1,111,"3","imidacloprid","3_imidacloprid",2023-08-17 10:33:16.295469,2023-08-16 17:30:01,"day",22.5833333333333
"2",5.57142857142857,17.4409413326734,1,111,"3","imidacloprid","3_imidacloprid",2023-08-17 10:34:57.331143,2023-08-16 17:30:01,"day",22.5833333333333
"1",-37.4,17.683466772037,-1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-17 16:24:11.529104,2023-08-17 16:25:01,"day",22.25
"2",-16.3333333333333,17.8077839160357,-1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-17 19:23:12.530345,2023-08-17 16:25:01,"day",22.25
"3",0.25,17.9238607629191,1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-17 22:10:21.569916,2023-08-17 16:25:01,"day",22.25
"4",-3.09090909090909,17.9429529310459,-1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-17 22:37:51.133242,2023-08-17 16:25:01,"day",22.25
"5",-0.923076923076923,18.480218776043,-1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:31:30.90225,2023-08-17 16:25:01,"day",22.25
"6",-0.454545454545455,18.5876901589012,-1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:06:16.429729,2023-08-17 16:25:01,"day",22.25
"7",10,18.5969960664337,1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:19:40.46014,2023-08-17 16:25:01,"day",22.25
"8",11.2222222222222,18.6059150095905,1,146,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:32:31.056828,2023-08-17 16:25:01,"day",22.25
"1",-14.8,17.6841895226624,-1,155,"3","flupyradifurone","3_flupyradifurone",2023-08-17 16:25:13.974758,2023-08-17 16:25:01,"day",22.25
"2",6.6875,18.4734126574228,1,155,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:21:42.853601,2023-08-17 16:25:01,"day",22.25
"3",0.8,18.5817813397222,1,155,"3","flupyradifurone","3_flupyradifurone",2023-08-18 13:57:45.907752,2023-08-17 16:25:01,"day",22.25
"4",-99.75,18.5898350120303,-1,155,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:09:21.745039,2023-08-17 16:25:01,"day",22.25
"5",NA,18.6132387615382,NA,155,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:43:03.828997,2023-08-17 16:25:01,"day",22.25
"1",21.7777777777778,17.7042158840577,1,142,"3","flupyradifurone","3_flupyradifurone",2023-08-17 16:54:04.252383,2023-08-17 16:25:01,"day",22.25
"2",3.07692307692308,18.4722922976153,1,142,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:20:06.054514,2023-08-17 16:25:01,"day",22.25
"3",8.96875,18.5955709110152,1,142,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:17:37.326712,2023-08-17 16:25:01,"day",22.25
"4",296.333333333333,18.6121329519905,1,142,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:41:28.287052,2023-08-17 16:25:01,"day",22.25
"1",173,17.7084385134294,1,152,"3","flupyradifurone","3_flupyradifurone",2023-08-17 17:00:09.08756,2023-08-17 16:25:01,"day",22.25
"1",128.5,17.7433288494636,1,158,"3","flupyradifurone","3_flupyradifurone",2023-08-17 17:50:23.612594,2023-08-17 16:25:01,"day",22.25
"2",-5.7,18.4074341991617,-1,158,"3","flupyradifurone","3_flupyradifurone",2023-08-18 09:46:42.314808,2023-08-17 16:25:01,"day",22.25
"3",79.75,18.4927307209121,1,158,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:49:31.934287,2023-08-17 16:25:01,"day",22.25
"1",24.8571428571429,17.7493739146888,1,143,"3","flupyradifurone","3_flupyradifurone",2023-08-17 17:59:05.906229,2023-08-17 16:25:01,"day",22.25
"2",-3.31034482758621,18.3756993340226,-1,143,"3","flupyradifurone","3_flupyradifurone",2023-08-18 09:01:00.42246,2023-08-17 16:25:01,"day",22.25
"3",67,18.5197900603951,1,143,"3","flupyradifurone","3_flupyradifurone",2023-08-18 12:28:29.861218,2023-08-17 16:25:01,"day",22.25
"4",265,18.5331037960523,1,143,"3","flupyradifurone","3_flupyradifurone",2023-08-18 12:47:40.167979,2023-08-17 16:25:01,"day",22.25
"1",-2.17241379310345,18.3688717404244,-1,148,"3","flupyradifurone","3_flupyradifurone",2023-08-18 08:51:10.518373,2023-08-17 16:25:01,"day",22.25
"2",63.8666666666667,18.3822959227308,1,148,"3","flupyradifurone","3_flupyradifurone",2023-08-18 09:10:30.367724,2023-08-17 16:25:01,"day",22.25
"1",95,18.3891775243515,1,144,"3","flupyradifurone","3_flupyradifurone",2023-08-18 09:20:24.938104,2023-08-17 16:25:01,"day",22.25
"2",-493,18.4767607631948,-1,144,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:26:32.12994,2023-08-17 16:25:01,"day",22.25
"3",-46.25,18.6132668081158,-1,144,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:43:06.252221,2023-08-17 16:25:01,"day",22.25
"1",22.5,18.4926279532156,1,149,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:49:23.055158,2023-08-17 16:25:01,"day",22.25
"2",-16.3,18.4992578302768,-1,149,"3","flupyradifurone","3_flupyradifurone",2023-08-18 11:58:55.876536,2023-08-17 16:25:01,"day",22.25
"3",-3.64285714285714,18.5040031669795,-1,149,"3","flupyradifurone","3_flupyradifurone",2023-08-18 12:05:45.873627,2023-08-17 16:25:01,"day",22.25
"1",-15.047619047619,18.5995870271328,-1,154,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:23:24.319144,2023-08-17 16:25:01,"day",22.25
"2",86.5,18.6057182772121,1,154,"3","flupyradifurone","3_flupyradifurone",2023-08-18 14:32:14.059151,2023-08-17 16:25:01,"day",22.25
"1",1.03571428571429,25.7890009618902,1,194,"4","control","4_control",2023-08-25 18:56:09.683107,2023-08-25 17:55:01,"night",24.25
