Date,Time,Video,Tag IDs
2023-08-08,11:39:29.717319,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/112322_870659_001f543e38bf.mp4,[]
2023-08-08,11:39:30.982534,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/113530_661846_001f543e38bf.mp4,[]
2023-08-08,11:39:30.268081,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/112908_249683_001f543e38bf.mp4,[]
2023-08-08,11:39:24.590283,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/015410_228709_001f543e38bf.mp4,[]
2023-08-08,11:39:32.320838,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/115945_472500_001f543e38bf.mp4,[]
2023-08-08,11:39:27.236683,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/090058_583985_001f543e38bf.mp4,[]
2023-08-08,11:39:29.233449,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/110529_642259_001f543e38bf.mp4,[]
2023-08-08,11:39:24.927572,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/020252_300227_001f543e38bf.mp4,[]
2023-08-08,11:39:27.477982,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/093024_782780_001f543e38bf.mp4,[]
2023-08-08,11:39:30.394146,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/113219_251683_001f543e38bf.mp4,[]
2023-08-08,11:39:28.649462,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/102217_210666_001f543e38bf.mp4,[]
2023-08-08,11:39:24.861912,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/020059_304179_001f543e38bf.mp4,[]
2023-08-08,11:39:27.027825,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/075810_942178_001f543e38bf.mp4,[]
2023-08-08,11:39:23.360550,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/014433_887836_001f543e38bf.mp4,[]
2023-08-08,11:39:28.311458,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/094854_391053_001f543e38bf.mp4,[]
2023-08-08,11:39:24.950080,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/020330_301657_001f543e38bf.mp4,[]
2023-08-08,11:39:33.505176,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/124302_296008_001f543e38bf.mp4,[]
2023-08-08,11:39:27.187506,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/085934_161366_001f543e38bf.mp4,[]
2023-08-08,11:39:22.951843,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/005157_257488_001f543e38bf.mp4,[]
2023-08-08,11:39:23.150539,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/013745_485361_001f543e38bf.mp4,[]
2023-08-08,11:39:25.120642,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/021258_307679_001f543e38bf.mp4,[]
2023-08-08,11:39:25.395549,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/033417_155852_001f543e38bf.mp4,[]
2023-08-08,11:39:25.211960,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/022417_317245_001f543e38bf.mp4,[]
2023-08-08,11:39:29.951316,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/112605_073463_001f543e38bf.mp4,[]
2023-08-08,11:39:30.601027,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/113347_251565_001f543e38bf.mp4,[]
2023-08-08,11:39:26.300106,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/054712_039689_001f543e38bf.mp4,[]
2023-08-08,11:39:26.050783,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/053518_033377_001f543e38bf.mp4,[]
2023-08-08,11:39:22.973053,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/005721_260366_001f543e38bf.mp4,[]
2023-08-08,11:39:28.752637,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/103448_618263_001f543e38bf.mp4,[]
2023-08-08,11:39:24.572550,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/015344_223485_001f543e38bf.mp4,[]
2023-08-08,11:39:28.879863,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/104158_828970_001f543e38bf.mp4,[]
2023-08-08,11:39:30.788619,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/113423_455519_001f543e38bf.mp4,[]
2023-08-08,11:39:23.591312,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/014940_091447_001f543e38bf.mp4,[]
2023-08-08,11:39:23.496212,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/014734_090428_001f543e38bf.mp4,[]
2023-08-08,11:39:29.679282,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/112155_856628_001f543e38bf.mp4,[]
2023-08-08,11:39:33.432106,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/123850_934263_001f543e38bf.mp4,[]
2023-08-08,11:39:23.287456,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/014153_885624_001f543e38bf.mp4,[]
2023-08-08,11:39:24.616821,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/015455_229622_001f543e38bf.mp4,[]
2023-08-08,11:39:24.687866,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/015626_296778_001f543e38bf.mp4,[]
2023-08-08,11:39:26.475835,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/054850_657515_001f543e38bf.mp4,[]
2023-08-08,11:39:27.260617,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/090422_576182_001f543e38bf.mp4,[]
2023-08-08,11:39:24.674674,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/015614_228583_001f543e38bf.mp4,[]
2023-08-08,11:39:32.471947,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/120430_999849_001f543e38bf.mp4,[]
2023-08-08,11:39:23.307413,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/014225_885849_001f543e38bf.mp4,[]
2023-08-08,11:39:26.388001,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/054750_573433_001f543e38bf.mp4,[]
2023-08-08,11:39:32.152007,/Users/anupreksha/Desktop/hoophouse2023/flowerPi/aug7backup/videos/001f543e38bf/230803/115117_465557_001f543e38bf.mp4,[]
