Date,Time,Video,Tag IDs
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/172648_876040_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/174233_812821_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/174307_079708_001f543e4afd.mp4",[683]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/174327_086103_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/174955_281597_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/175329_897114_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/180430_293276_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230815/180456_286035_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191200_314963_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191349_707633_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191420_700709_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191753_711794_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191809_704851_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191900_711070_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/191923_904333_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192008_920095_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192143_914948_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192333_912536_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192436_917490_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192758_125321_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192925_524771_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192939_643999_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/192955_716825_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193113_937691_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193308_914578_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193409_913941_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193426_918091_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193604_935066_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193649_918124_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193803_919246_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/193838_123254_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/194507_524392_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/195029_523387_001f543e4afd.mp4",[]
2023-08-30,18:18:57,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/195448_722687_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/195842_730844_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/195915_730980_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/200354_144454_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/200412_345463_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/200530_336701_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/200636_735931_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/200803_744233_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230816/200913_134946_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230817/060540_046073_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230817/060713_171069_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230817/060812_169310_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230817/060829_170741_001f543e4afd.mp4",[]
2023-08-30,18:18:58,"/run/user/1001/gvfs/smb-share:server=bombus2.local,share=netbackup/hoophouse2023/flowerPi/aug15to18/videos/001f543e4afd/230817/060936_240743_001f543e4afd.mp4",[]
